type,model,created_at,usage_input,usage_output
first,model2,22.03.2024,7037,2922
third,model2,26.02.2024,9061,8401
third,model2,11.02.2024,3069,1291
first,model3,19.01.2024,2433,4390
third,model2,29.01.2024,7669,9241
second,model1,13.03.2024,7136,9500
first,model3,28.04.2024,6893,6916
second,model3,22.02.2024,9061,405
first,model3,21.01.2024,8977,291
third,model3,18.01.2024,4039,8767
first,model2,05.01.2024,6934,5360
second,model3,30.01.2024,6502,493
third,model2,05.01.2024,36,3985
second,model2,11.01.2024,6394,934
first,model2,18.02.2024,7430,7693
third,model3,14.01.2024,8224,3513
second,model1,23.02.2024,2453,4983
third,model1,21.04.2024,7973,4884
first,model1,05.01.2024,1371,7529
third,model2,11.03.2024,9836,3825
third,model1,17.01.2024,8896,2499
third,model1,15.05.2024,9546,6096
third,model2,12.01.2024,9052,4426
first,model3,15.02.2024,3139,5578
third,model1,17.03.2024,7078,7568
second,model2,19.04.2024,3405,5501
second,model1,01.03.2024,7053,738
second,model3,06.01.2024,2911,6865
first,model1,14.03.2024,7421,3449
first,model1,15.02.2024,2060,2547
first,model2,04.02.2024,2868,6250
second,model3,05.03.2024,1303,1963
third,model3,27.03.2024,1836,4405
third,model3,11.05.2024,2907,3832
third,model1,25.04.2024,549,978
third,model1,01.02.2024,2454,8761
third,model3,10.03.2024,1703,8641
second,model2,27.01.2024,5254,5940
second,model2,01.05.2024,4141,2715
third,model3,05.02.2024,2395,1379
second,model1,16.01.2024,4941,5697
second,model3,07.02.2024,7593,9413
first,model1,25.01.2024,346,1083
first,model2,06.01.2024,7383,8324
first,model1,03.05.2024,8169,1556
third,model2,13.04.2024,5253,5415
first,model3,16.04.2024,7817,3177
first,model3,28.03.2024,1279,8712
first,model3,07.01.2024,2937,9761
second,model2,02.04.2024,8019,8308
third,model1,15.04.2024,6032,3239
third,model1,23.04.2024,8712,4046
second,model3,01.05.2024,2210,7506
second,model1,24.01.2024,6223,4092
third,model3,29.02.2024,6156,9771
second,model3,31.01.2024,8834,2062
third,model3,21.04.2024,3385,2321
first,model1,05.05.2024,7907,1458
second,model1,13.03.2024,5688,1750
third,model2,02.05.2024,5404,4637
first,model1,25.01.2024,5569,311
second,model3,17.01.2024,4417,3299
first,model2,09.04.2024,3386,2753
first,model1,11.02.2024,1246,5574
second,model1,30.01.2024,3471,7823
third,model2,06.03.2024,5289,8301
third,model3,10.05.2024,7414,9047
second,model2,08.01.2024,8011,8336
second,model3,11.05.2024,4645,4525
second,model3,07.05.2024,3903,9962
first,model3,20.03.2024,7751,6224
first,model1,27.04.2024,3677,9669
first,model1,07.05.2024,508,9565
second,model1,16.04.2024,3310,3976
second,model1,28.02.2024,6634,4786
first,model1,04.02.2024,7995,3207
second,model1,23.01.2024,5032,2301
first,model1,18.03.2024,2499,2672
second,model1,06.04.2024,2766,9588
second,model1,05.05.2024,5924,4610
second,model2,06.03.2024,6241,5278
third,model2,04.04.2024,3966,7247
first,model1,20.04.2024,5120,4812
first,model3,10.04.2024,3755,1224
second,model3,01.05.2024,6015,6850
second,model1,21.02.2024,816,1446
second,model2,08.01.2024,7645,1156
first,model3,04.04.2024,3269,9522
third,model1,26.03.2024,1329,9410
second,model2,26.03.2024,2848,3463
first,model1,01.04.2024,5014,6084
first,model3,11.03.2024,6966,6221
second,model3,28.01.2024,3002,8774
first,model2,10.05.2024,9786,8781
second,model2,12.04.2024,2530,387
first,model2,22.02.2024,8602,9862
second,model3,01.02.2024,4671,696
first,model2,06.05.2024,8668,8398
first,model1,25.02.2024,8522,5572
second,model2,11.01.2024,7666,2176
third,model2,07.01.2024,9656,6014
second,model1,25.02.2024,6952,9788
first,model3,09.02.2024,9524,4918
second,model2,05.04.2024,7568,5605
first,model3,09.05.2024,9696,5277
first,model3,24.02.2024,1166,5460
third,model1,06.05.2024,6944,1830
third,model2,15.01.2024,1088,5458
third,model3,19.04.2024,3951,1663
second,model2,20.01.2024,3301,6328
second,model1,16.03.2024,1011,2565
third,model2,15.04.2024,8179,78
third,model3,26.02.2024,5406,3196
first,model1,02.01.2024,7525,647
first,model2,07.05.2024,601,5514
first,model3,02.05.2024,379,6918
third,model2,21.04.2024,785,5510
first,model1,08.03.2024,2368,9481
second,model3,01.01.2024,9447,9350
third,model2,03.03.2024,1006,6308
second,model3,16.02.2024,3826,5610
third,model2,17.01.2024,5335,5191
second,model3,17.04.2024,4253,6402
third,model3,29.04.2024,5896,815
second,model2,02.01.2024,5198,2757
third,model2,23.01.2024,5455,3957
second,model2,19.01.2024,7427,1254
first,model3,30.04.2024,5389,9511
third,model1,24.01.2024,5010,1132
second,model1,07.02.2024,5739,2694
third,model1,02.04.2024,2109,5591
second,model3,29.03.2024,3086,6595
second,model3,17.03.2024,5067,8686
first,model2,16.05.2024,8131,2602
second,model3,11.05.2024,1081,878
first,model3,03.02.2024,8578,2408
third,model1,17.03.2024,1936,5081
first,model1,25.02.2024,9406,7370
first,model1,26.01.2024,1152,6616
first,model1,12.04.2024,8248,2911
third,model3,12.05.2024,7263,4773
third,model3,27.02.2024,3410,5188
first,model1,10.03.2024,9323,5363
third,model2,01.03.2024,9250,2722
third,model3,16.01.2024,5097,9703
first,model1,19.02.2024,1799,6135
third,model1,27.03.2024,9213,1629
second,model1,12.05.2024,2696,5870
first,model2,21.03.2024,6099,9418
third,model3,02.04.2024,5229,2576
third,model1,29.02.2024,7180,1883
second,model2,13.04.2024,1257,4747
first,model3,06.02.2024,2803,6598
first,model2,12.05.2024,5226,7721
second,model1,14.02.2024,2421,758
first,model2,07.04.2024,7307,6588
second,model2,29.02.2024,9903,4176
first,model2,29.01.2024,5579,4762
first,model2,30.04.2024,9048,454
first,model3,11.01.2024,6228,2595
third,model3,10.01.2024,1112,6897
third,model3,17.04.2024,4516,3646
first,model3,01.04.2024,6265,1741
first,model2,02.01.2024,2307,4856
third,model1,26.01.2024,2305,1854
first,model1,21.01.2024,6493,969
second,model1,26.02.2024,4119,4908
second,model3,09.05.2024,7558,2192
first,model1,26.03.2024,6784,5004
third,model3,20.01.2024,4698,5141
first,model1,04.03.2024,6107,6730
first,model1,08.05.2024,3763,1484
second,model1,13.05.2024,8570,5438
first,model2,23.04.2024,9838,6558
third,model1,26.03.2024,193,4536
second,model1,26.04.2024,7305,3670
first,model1,13.01.2024,3368,1041
first,model2,13.01.2024,2568,7520
second,model3,06.04.2024,4222,1342
second,model1,16.01.2024,8968,1050
first,model2,15.01.2024,6629,7530
second,model3,12.04.2024,8857,5107
first,model2,27.04.2024,3432,5231
first,model2,19.04.2024,7396,6430
first,model2,11.02.2024,4266,5739
third,model1,27.03.2024,1347,3986
second,model3,05.03.2024,154,4947
second,model1,28.02.2024,5785,7739
second,model3,02.04.2024,3809,9663
first,model3,18.04.2024,9176,5352
first,model2,06.03.2024,2530,4474
third,model1,18.02.2024,2838,6595
first,model2,24.03.2024,3695,7342
second,model2,04.02.2024,1361,3350
second,model1,02.02.2024,887,1944
third,model3,28.04.2024,8743,8372
second,model3,22.03.2024,7859,4462
first,model1,07.05.2024,2324,7743
first,model1,24.01.2024,3944,3137
second,model3,31.03.2024,4118,1540
second,model2,26.04.2024,683,7346
second,model3,09.01.2024,1069,4051
second,model1,06.04.2024,1809,8686
third,model2,30.04.2024,1242,8555
third,model3,13.05.2024,5764,7458
third,model2,01.03.2024,3307,8807
second,model2,15.02.2024,9039,9693
first,model3,14.01.2024,5126,1654
third,model2,13.02.2024,3302,4279
second,model2,04.03.2024,6411,1641
first,model3,13.01.2024,6241,6408
third,model3,12.03.2024,9234,524
second,model1,17.02.2024,9089,6185
first,model2,29.03.2024,9553,1848
first,model2,13.02.2024,763,7491
first,model1,24.01.2024,7112,4702
first,model2,05.05.2024,5501,680
first,model3,28.04.2024,6361,1551
first,model1,04.04.2024,8779,2495
third,model3,07.03.2024,9326,9089
second,model1,27.03.2024,9722,8286
second,model3,05.03.2024,233,9335
second,model2,13.03.2024,3587,6505
first,model2,28.04.2024,4545,2522
first,model3,29.03.2024,3252,1467
second,model3,11.04.2024,4534,8761
second,model1,08.04.2024,1968,8635
first,model1,19.01.2024,468,3585
second,model3,10.04.2024,4420,488
second,model3,13.02.2024,8900,7316
third,model1,27.04.2024,488,885
second,model1,29.02.2024,8198,3270
third,model2,20.04.2024,9593,3212
second,model3,24.02.2024,9187,6453
second,model2,12.01.2024,8281,3260
third,model1,10.03.2024,7439,4293
third,model2,29.02.2024,3676,845
second,model2,29.04.2024,680,884
third,model1,20.01.2024,4297,9867
first,model3,13.01.2024,4016,1283
first,model3,06.01.2024,6502,871
third,model2,26.03.2024,2300,2769
first,model2,01.04.2024,2561,1331
second,model1,04.04.2024,9369,6391
third,model1,13.01.2024,4100,3305
third,model3,13.03.2024,5604,5328
second,model3,24.04.2024,7353,1808
second,model3,15.05.2024,3042,1602
second,model2,19.01.2024,2539,5295
third,model3,26.02.2024,9665,2575
second,model1,27.01.2024,6050,6064
third,model3,25.01.2024,6230,8866
first,model1,06.03.2024,3262,7603
second,model1,18.01.2024,878,3529
third,model1,18.03.2024,9747,6224
second,model1,09.04.2024,4672,6621
first,model1,06.04.2024,7711,5842
third,model1,22.03.2024,3171,5183
second,model2,25.03.2024,6847,2896
second,model3,03.04.2024,7934,8690
third,model1,21.03.2024,1045,2164
third,model3,30.04.2024,5343,2331
second,model3,07.04.2024,8305,5051
second,model3,28.04.2024,2283,717
second,model1,07.02.2024,7610,899
first,model1,21.03.2024,5671,4177
second,model3,01.03.2024,5152,6610
second,model3,03.02.2024,1599,6457
second,model1,08.01.2024,8104,4379
first,model3,21.04.2024,6739,6657
third,model2,30.03.2024,2912,9749
first,model3,30.03.2024,5519,1874
first,model3,01.01.2024,1856,9752
second,model1,18.02.2024,5574,7421
third,model3,07.01.2024,4386,5231
first,model1,25.04.2024,8493,5950
second,model1,20.01.2024,5223,1028
third,model3,15.04.2024,8673,5537
first,model3,06.04.2024,290,7478
second,model3,15.05.2024,3616,3178
first,model2,12.02.2024,7127,5484
third,model1,22.02.2024,1382,7501
first,model3,11.01.2024,7727,8324
second,model3,30.01.2024,5008,6212
first,model1,31.01.2024,4393,6708
first,model2,02.05.2024,1540,2821
first,model2,01.02.2024,5433,8072
first,model2,26.01.2024,3165,3324
second,model1,26.04.2024,799,8632
second,model3,06.04.2024,4235,1402
third,model1,13.05.2024,5065,7070
third,model3,22.03.2024,2608,2526
second,model1,22.03.2024,2468,7244
second,model1,20.02.2024,5834,8643
first,model2,22.01.2024,324,714
first,model3,31.03.2024,5234,5200
first,model2,11.03.2024,7406,6549
first,model1,18.03.2024,4629,9455
first,model1,17.03.2024,5941,7042
first,model2,17.02.2024,2015,9645
first,model2,26.04.2024,8680,9129
second,model2,11.02.2024,3567,9907
third,model1,07.01.2024,5003,2083
third,model3,02.01.2024,3370,9704
first,model3,23.01.2024,1024,6844
third,model3,30.04.2024,9798,4675
first,model2,18.02.2024,5684,5867
first,model2,15.03.2024,8517,1490
third,model2,27.04.2024,3378,263
second,model3,09.04.2024,4102,9308
first,model2,13.03.2024,6706,1762
third,model3,09.04.2024,7564,9961
first,model3,28.03.2024,8426,2962
second,model2,22.01.2024,6576,9831
first,model1,29.01.2024,8442,8380
first,model2,14.04.2024,5689,8480
first,model1,02.01.2024,250,9378
third,model2,24.01.2024,5963,9483
third,model3,06.02.2024,4924,3627
first,model1,03.03.2024,4287,4330
first,model1,07.05.2024,7150,7644
third,model3,07.03.2024,5834,8630
second,model3,27.03.2024,1657,3609
third,model1,01.01.2024,2722,1784
first,model1,27.02.2024,5295,3582
third,model3,17.01.2024,2865,5977
second,model3,28.01.2024,8203,1378
third,model1,04.02.2024,3240,3922
first,model2,30.01.2024,679,5147
third,model1,02.01.2024,790,6096
first,model1,24.04.2024,4196,2625
third,model1,29.03.2024,1047,6805
third,model3,13.02.2024,6156,8935
third,model2,07.02.2024,870,5995
second,model3,03.04.2024,610,171
third,model2,27.03.2024,7476,1012
first,model3,18.02.2024,454,3674
second,model3,22.04.2024,2491,6200
second,model1,14.03.2024,707,8782
third,model1,22.02.2024,1208,2542
second,model2,02.05.2024,4837,6538
second,model2,10.05.2024,1940,9658
second,model2,08.03.2024,4142,2596
first,model3,26.03.2024,6405,6724
first,model1,09.01.2024,776,8787
first,model2,18.01.2024,5125,4112
second,model1,13.02.2024,5862,6617
second,model1,22.04.2024,7168,6874
third,model3,01.01.2024,9508,7248
third,model1,17.04.2024,2035,3870
first,model2,05.04.2024,8231,5979
first,model3,02.04.2024,8386,1130
first,model1,14.05.2024,4195,506
third,model2,25.01.2024,2988,8970
third,model3,03.01.2024,8560,4329
second,model2,27.02.2024,1301,3829
second,model2,16.03.2024,312,6204
first,model1,11.03.2024,2817,5540
second,model1,26.02.2024,2129,9544
second,model1,01.04.2024,7513,6978
third,model1,29.03.2024,1243,3525
second,model3,22.02.2024,7557,7065
second,model1,17.03.2024,432,3682
third,model2,17.02.2024,8836,3599
first,model2,08.04.2024,4460,4956
third,model3,05.04.2024,9067,279
second,model2,02.03.2024,3063,702
first,model1,11.01.2024,3139,9778
third,model2,31.01.2024,2180,7622
second,model3,16.03.2024,7787,5288
second,model3,03.03.2024,6129,6216
second,model2,08.05.2024,4415,8910
second,model1,09.05.2024,1465,8278
first,model2,18.01.2024,2562,5395
first,model1,17.02.2024,2270,7481
first,model3,13.02.2024,6579,5626
first,model3,16.04.2024,503,2121
third,model3,24.03.2024,4702,2965
third,model1,22.04.2024,6136,8437
second,model2,01.01.2024,2023,9970
third,model1,27.01.2024,4546,4378
first,model1,15.03.2024,7306,1471
first,model2,06.05.2024,624,2396
second,model2,21.01.2024,9261,1922
first,model1,06.02.2024,6143,2292
second,model1,23.01.2024,7576,8044
third,model3,23.01.2024,5841,7084
first,model3,14.02.2024,1016,8361
second,model3,22.04.2024,8794,3808
first,model3,25.02.2024,9692,3566
third,model1,30.01.2024,3568,6551
first,model1,07.02.2024,6628,6424
second,model2,29.01.2024,7106,757
first,model2,03.04.2024,6142,2930
second,model1,09.03.2024,5842,969
third,model1,05.04.2024,557,180
second,model2,01.01.2024,2572,9510
second,model2,17.03.2024,1275,3563
first,model1,03.01.2024,3651,2033
first,model2,13.04.2024,418,3247
third,model2,18.02.2024,1827,6092
second,model3,13.03.2024,4485,2296
third,model2,13.02.2024,3349,310
second,model2,02.02.2024,3545,3613
first,model3,13.02.2024,2288,5463
third,model2,26.02.2024,9550,5313
first,model2,21.03.2024,8983,2223
second,model3,23.04.2024,4836,5790
first,model3,15.01.2024,7394,3666
second,model2,23.01.2024,9384,8314
first,model2,06.05.2024,8632,9879
third,model3,18.04.2024,8508,2401
first,model1,07.05.2024,201,4339
second,model1,19.03.2024,125,9982
third,model2,28.01.2024,726,4944
third,model2,22.02.2024,1782,2073
third,model2,16.03.2024,8540,7275
third,model2,11.03.2024,2820,1947
first,model2,15.01.2024,8714,4936
third,model3,20.03.2024,5144,9332
third,model1,31.03.2024,1664,3310
first,model3,26.03.2024,3056,9286
second,model2,01.01.2024,3108,7124
third,model1,18.04.2024,1768,3777
first,model3,26.03.2024,3171,7941
second,model3,31.03.2024,2432,4367
first,model1,08.04.2024,3385,3067
second,model1,01.01.2024,4230,522
first,model3,23.02.2024,4856,6474
second,model2,09.03.2024,1927,7846
second,model2,07.02.2024,620,5503
first,model3,17.01.2024,7245,7174
second,model1,22.02.2024,8739,3805
second,model2,14.01.2024,3048,8633
first,model1,03.01.2024,5284,5474
third,model2,11.01.2024,388,2004
third,model2,22.02.2024,1627,72
first,model1,28.02.2024,2023,1260
first,model3,05.05.2024,27,817
first,model3,15.02.2024,6571,5998
third,model2,29.02.2024,2005,8756
second,model2,24.04.2024,2428,6425
first,model3,07.02.2024,165,7669
first,model1,22.04.2024,9447,46
third,model2,04.01.2024,7310,1830
second,model2,26.03.2024,9550,1932
third,model3,30.04.2024,1823,9285
first,model1,04.01.2024,3409,1914
first,model1,31.01.2024,2192,7213
first,model3,31.01.2024,340,6700
first,model1,13.05.2024,5736,478
third,model2,16.02.2024,2267,3516
second,model1,12.05.2024,1361,577
first,model3,06.04.2024,3205,1914
second,model3,05.04.2024,7906,195
second,model1,16.02.2024,4245,1874
second,model1,04.04.2024,5788,8042
second,model1,15.04.2024,7569,6657
third,model1,06.05.2024,8089,7828
first,model3,27.04.2024,7414,7274
third,model2,20.01.2024,6326,9772
third,model3,03.02.2024,4055,2079
third,model3,03.01.2024,5874,6481
third,model3,16.02.2024,8785,4057
second,model1,05.01.2024,2710,8118
third,model2,11.03.2024,2328,6950
second,model3,29.03.2024,8280,4357
third,model2,28.02.2024,50,2099
first,model3,02.02.2024,3531,3468
second,model1,03.02.2024,6152,4683
first,model1,14.01.2024,9241,6926
third,model1,20.01.2024,1647,5465
third,model1,20.03.2024,3452,6892
third,model1,03.03.2024,8691,5244
first,model2,02.01.2024,6310,1320
second,model1,28.02.2024,9312,1856
first,model2,05.05.2024,5336,4475
second,model2,28.02.2024,8744,3890
third,model1,01.04.2024,2530,3973
first,model2,09.04.2024,3297,405
third,model2,11.03.2024,3283,5949
first,model3,02.02.2024,3748,9819
first,model1,29.01.2024,6482,3940
third,model2,29.03.2024,7153,3821
second,model1,08.04.2024,1437,432
second,model1,08.04.2024,6361,997
second,model1,06.02.2024,4787,9828
second,model3,10.01.2024,2287,1522
first,model2,04.01.2024,4235,5597
first,model1,09.05.2024,9889,3420
first,model2,26.01.2024,6848,4446
second,model2,05.01.2024,3257,5978
first,model3,19.01.2024,2438,1927
second,model1,19.04.2024,9718,3883
second,model1,12.03.2024,4639,1623
third,model2,03.02.2024,615,4360
first,model2,23.02.2024,4124,7731
second,model1,05.04.2024,3070,5515
first,model1,09.02.2024,8683,4472
first,model1,23.02.2024,9885,9483
second,model3,13.02.2024,90,8505
second,model2,11.04.2024,8732,2726
third,model3,04.04.2024,9635,7664
second,model2,09.05.2024,6560,5936
first,model3,19.01.2024,949,996
third,model3,25.02.2024,1641,8072
third,model3,08.02.2024,5101,9020
third,model3,08.02.2024,3535,6588
first,model3,03.04.2024,7336,2680
first,model1,03.05.2024,3106,7748
second,model1,19.02.2024,9526,1155
first,model3,22.04.2024,1065,2065
third,model1,14.05.2024,7806,4493
first,model2,01.02.2024,6764,8647
third,model3,22.02.2024,9580,5182
third,model3,12.03.2024,7461,6310
second,model2,21.03.2024,8152,3943
third,model3,03.03.2024,8806,323
second,model1,21.04.2024,6900,6813
first,model3,15.01.2024,1255,5346
third,model1,02.02.2024,1377,3300
first,model2,06.05.2024,5319,3887
first,model1,06.04.2024,2927,2390
third,model1,26.04.2024,4120,5052
first,model1,23.03.2024,8556,9998
third,model1,12.01.2024,9593,2583
third,model2,26.02.2024,1438,4083
first,model1,12.01.2024,3659,4195
second,model3,11.02.2024,8425,1176
third,model2,10.02.2024,8425,4687
first,model3,07.02.2024,3878,9754
first,model1,18.02.2024,6565,9737
third,model3,29.03.2024,6658,8982
